content,tokenized_text,stemmed_text,filtered_text,tokenized_stemmed_text
mau daftar saja  sulit otp nya tidak ada terkirim ke saya,"['mau', 'daftar', 'saja', 'sulit', 'otp', 'nya', 'tidak', 'ada', 'terkirim', 'ke', 'saya']",mau daftar saja sulit otp nya tidak ada kirim ke saya,mau daftar sulit otp kirim,"['mau', 'daftar', 'sulit', 'otp', 'kirim']"
saat mau daftar ribet amat mana pakai bahasa inggris pengennya bisa pesan  pizza lewat aplikasi aslinya langsung ini malah tidak bisa,"['saat', 'mau', 'daftar', 'ribet', 'amat', 'mana', 'pakai', 'bahasa', 'inggris', 'pengennya', 'bisa', 'pesan', 'pizza', 'lewat', 'aplikasi', 'aslinya', 'langsung', 'ini', 'malah', 'tidak', 'bisa']",saat mau daftar ribet amat mana pakai bahasa inggris ken bisa pesan pizza lewat aplikasi asli langsung ini malah tidak bisa,mau daftar ribet mana pakai bahasa inggris ken pesan pizza lewat aplikasi asli langsung malah,"['mau', 'daftar', 'ribet', 'mana', 'pakai', 'bahasa', 'inggris', 'ken', 'pesan', 'pizza', 'lewat', 'aplikasi', 'asli', 'langsung', 'malah']"
praktis dan mudah digunakan proses pemesanan cepat,"['praktis', 'dan', 'mudah', 'digunakan', 'proses', 'pemesanan', 'cepat']",praktis dan mudah guna proses mesan cepat,praktis mudah proses mesan cepat,"['praktis', 'mudah', 'proses', 'mesan', 'cepat']"
mudah,['mudah'],mudah,mudah,['mudah']
lezat enak,"['lezat', 'enak']",lezat enak,lezat enak,"['lezat', 'enak']"
jelek sekali  aplikasi nya padahal  jaringan bagus banyak laglemot,"['jelek', 'sekali', 'aplikasi', 'nya', 'padahal', 'jaringan', 'bagus', 'banyak', 'laglemot']",jelek sekali aplikasi nya padahal jaring bagus banyak laglemot,jelek sekali aplikasi padahal jaring bagus banyak laglemot,"['jelek', 'sekali', 'aplikasi', 'padahal', 'jaring', 'bagus', 'banyak', 'laglemot']"
cukup handal hanya meletakkan alamat yang  kadang agak susah,"['cukup', 'handal', 'hanya', 'meletakkan', 'alamat', 'yang', 'kadang', 'agak', 'susah']",cukup handal hanya letak alamat yang kadang agak susah,cukup handal letak alamat susah,"['cukup', 'handal', 'letak', 'alamat', 'susah']"
layanannya puas dan pengiriman delivery nya on time,"['layanannya', 'puas', 'dan', 'pengiriman', 'delivery', 'nya', 'on', 'time']",layan puas dan kirim delivery nya on time,layan puas kirim delivery on time,"['layan', 'puas', 'kirim', 'delivery', 'on', 'time']"
sangat mudah untuk di operasikan dan banyak promo tersedia,"['sangat', 'mudah', 'untuk', 'di', 'operasikan', 'dan', 'banyak', 'promo', 'tersedia']",sangat mudah untuk di operasi dan banyak promo sedia,sangat mudah operasi banyak promo sedia,"['sangat', 'mudah', 'operasi', 'banyak', 'promo', 'sedia']"
kaga bisa bayar kaga bisadi cancel aplikasi nya di perbaiki dong,"['kaga', 'bisa', 'bayar', 'kaga', 'bisadi', 'cancel', 'aplikasi', 'nya', 'di', 'perbaiki', 'dong']",kaga bisa bayar kaga bisadi cancel aplikasi nya di baik dong,kaga bayar kaga bisadi cancel aplikasi baik dong,"['kaga', 'bayar', 'kaga', 'bisadi', 'cancel', 'aplikasi', 'baik', 'dong']"
overall oke,"['overall', 'oke']",overall oke,overall oke,"['overall', 'oke']"
pizza overflow sudah ada di makassar kak,"['pizza', 'overflow', 'sudah', 'ada', 'di', 'makassar', 'kak']",pizza overflow sudah ada di makassar kak,pizza overflow makassar kak,"['pizza', 'overflow', 'makassar', 'kak']"
mantap sekali  pokoknya,"['mantap', 'sekali', 'pokoknya']",mantap sekali pokok,mantap sekali pokok,"['mantap', 'sekali', 'pokok']"
aplikasi bahasanya belum indonesia semua tolong perbaiki seharusnya ada langue lainnya,"['aplikasi', 'bahasanya', 'belum', 'indonesia', 'semua', 'tolong', 'perbaiki', 'seharusnya', 'ada', 'langue', 'lainnya']",aplikasi bahasa belum indonesia semua tolong baik harus ada langue lain,aplikasi bahasa indonesia semua baik langue,"['aplikasi', 'bahasa', 'indonesia', 'semua', 'baik', 'langue']"
anying memang aplikasi everifikasi akun kode nya tidak  muncul sudah di ulang beberapa kali tetap  samaapk nya makin buruk saja ,"['anying', 'memang', 'aplikasi', 'everifikasi', 'akun', 'kode', 'nya', 'tidak', 'muncul', 'sudah', 'di', 'ulang', 'beberapa', 'kali', 'tetap', 'samaapk', 'nya', 'makin', 'buruk', 'saja']",anying memang aplikasi everifikasi akun kode nya tidak muncul sudah di ulang beberapa kali tetap samaapk nya makin buruk saja,anying memang aplikasi everifikasi akun kode muncul ulang beberapa kali tetap samaapk makin buruk,"['anying', 'memang', 'aplikasi', 'everifikasi', 'akun', 'kode', 'muncul', 'ulang', 'beberapa', 'kali', 'tetap', 'samaapk', 'makin', 'buruk']"
pelayanan nya selalu terbaik,"['pelayanan', 'nya', 'selalu', 'terbaik']",layan nya selalu baik,layan selalu baik,"['layan', 'selalu', 'baik']"
selalu pesanan via apps tapi tidak pernah ada update di historynya juga reward slice,"['selalu', 'pesanan', 'via', 'apps', 'tapi', 'tidak', 'pernah', 'ada', 'update', 'di', 'historynya', 'juga', 'reward', 'slice']",selalu pesan via apps tapi tidak pernah ada update di historynya juga reward slice,selalu pesan via apps pernah update historynya reward slice,"['selalu', 'pesan', 'via', 'apps', 'pernah', 'update', 'historynya', 'reward', 'slice']"
good enak nice mantab,"['good', 'enak', 'nice', 'mantab']",good enak nice mantab,good enak nice mantab,"['good', 'enak', 'nice', 'mantab']"
apa sih pizza dalam bangunan signalnya lalod wifinya lalod apps harus  update tapi tidak bisa pesanan ditempat hadeuuhhhh repooootttt,"['apa', 'sih', 'pizza', 'dalam', 'bangunan', 'signalnya', 'lalod', 'wifinya', 'lalod', 'apps', 'harus', 'update', 'tapi', 'tidak', 'bisa', 'pesanan', 'ditempat', 'hadeuuhhhh', 'repooootttt']",apa sih pizza dalam bangun signalnya lalod wifinya lalod apps harus update tapi tidak bisa pesan tempat hadeuuhhhh repooootttt,apa sih pizza bangun signalnya lalod wifinya lalod apps update pesan tempat hadeuuhhhh repooootttt,"['apa', 'sih', 'pizza', 'bangun', 'signalnya', 'lalod', 'wifinya', 'lalod', 'apps', 'update', 'pesan', 'tempat', 'hadeuuhhhh', 'repooootttt']"
fungsional,['fungsional'],fungsional,fungsional,['fungsional']
mantul pah,"['mantul', 'pah']",mantul pah,mantul pah,"['mantul', 'pah']"
bagus memudah kan orang yang  ingin membeli,"['bagus', 'memudah', 'kan', 'orang', 'yang', 'ingin', 'membeli']",bagus mudah kan orang yang ingin beli,bagus mudah kan orang beli,"['bagus', 'mudah', 'kan', 'orang', 'beli']"
aplikasi suka log out sendiri  ketika masukn email dan sndi benar  malah  minta  otp saya tapi tidak pernah  ada muncul otp dia saya nya  malas sangat ,"['aplikasi', 'suka', 'log', 'out', 'sendiri', 'ketika', 'masukn', 'email', 'dan', 'sndi', 'benar', 'malah', 'minta', 'otp', 'saya', 'tapi', 'tidak', 'pernah', 'ada', 'muncul', 'otp', 'dia', 'saya', 'nya', 'malas', 'sangat']",aplikasi suka log out sendiri ketika masukn email dan sndi benar malah minta otp saya tapi tidak pernah ada muncul otp dia saya nya malas sangat,aplikasi suka log out sendiri masukn email sndi benar malah minta otp pernah muncul otp malas sangat,"['aplikasi', 'suka', 'log', 'out', 'sendiri', 'masukn', 'email', 'sndi', 'benar', 'malah', 'minta', 'otp', 'pernah', 'muncul', 'otp', 'malas', 'sangat']"
login susah malas ,"['login', 'susah', 'malas']",login susah malas,login susah malas,"['login', 'susah', 'malas']"
kereeen ngumpulin koin bisa dapat  double pizza gratis,"['kereeen', 'ngumpulin', 'koin', 'bisa', 'dapat', 'double', 'pizza', 'gratis']",kereeen ngumpulin koin bisa dapat double pizza gratis,kereeen ngumpulin koin double pizza gratis,"['kereeen', 'ngumpulin', 'koin', 'double', 'pizza', 'gratis']"
sudah daftar tapi tidak bisa terus ,"['sudah', 'daftar', 'tapi', 'tidak', 'bisa', 'terus']",sudah daftar tapi tidak bisa terus,daftar terus,"['daftar', 'terus']"
pelayanan lambat sudah setengah jam nunggu belum juga selesai ,"['pelayanan', 'lambat', 'sudah', 'setengah', 'jam', 'nunggu', 'belum', 'juga', 'selesai']",layan lambat sudah tengah jam nunggu belum juga selesai,layan lambat tengah jam nunggu selesai,"['layan', 'lambat', 'tengah', 'jam', 'nunggu', 'selesai']"
memang  suka ,"['memang', 'suka']",memang suka,memang suka,"['memang', 'suka']"
apliksainy sudah bagus cuma kurang promo ajaa di tambahin supaaya asik,"['apliksainy', 'sudah', 'bagus', 'cuma', 'kurang', 'promo', 'ajaa', 'di', 'tambahin', 'supaaya', 'asik']",apliksainy sudah bagus cuma kurang promo ajaa di tambahin supaaya asik,apliksainy bagus kurang promo ajaa tambahin supaaya asik,"['apliksainy', 'bagus', 'kurang', 'promo', 'ajaa', 'tambahin', 'supaaya', 'asik']"
mantap pelayanan cepat,"['mantap', 'pelayanan', 'cepat']",mantap layan cepat,mantap layan cepat,"['mantap', 'layan', 'cepat']"
selamat menikmati,"['selamat', 'menikmati']",selamat nikmat,selamat nikmat,"['selamat', 'nikmat']"
jadikan menu cheese overflow menjadi menu patennn,"['jadikan', 'menu', 'cheese', 'overflow', 'menjadi', 'menu', 'patennn']",jadi menu cheese overflow jadi menu patennn,menu cheese overflow menu patennn,"['menu', 'cheese', 'overflow', 'menu', 'patennn']"
delivery service not available,"['delivery', 'service', 'not', 'available']",delivery service not available,delivery service not available,"['delivery', 'service', 'not', 'available']"
aplikasi sampah daftarnya ribet banyak bug kek aplikasi yang  dibuat anak sma saja,"['aplikasi', 'sampah', 'daftarnya', 'ribet', 'banyak', 'bug', 'kek', 'aplikasi', 'yang', 'dibuat', 'anak', 'sma', 'saja']",aplikasi sampah daftar ribet banyak bug kek aplikasi yang buat anak sma saja,aplikasi sampah daftar ribet banyak bug kek aplikasi anak sma,"['aplikasi', 'sampah', 'daftar', 'ribet', 'banyak', 'bug', 'kek', 'aplikasi', 'anak', 'sma']"
tidak jelas mau makan saja  harus login taik lahh,"['tidak', 'jelas', 'mau', 'makan', 'saja', 'harus', 'login', 'taik', 'lahh']",tidak jelas mau makan saja harus login taik lahh,jelas mau makan login taik lahh,"['jelas', 'mau', 'makan', 'login', 'taik', 'lahh']"
fast respon pelayanan cepattepat dan rapi rasa tidak ada yang  berubah,"['fast', 'respon', 'pelayanan', 'cepattepat', 'dan', 'rapi', 'rasa', 'tidak', 'ada', 'yang', 'berubah']",fast respon layan cepattepat dan rapi rasa tidak ada yang ubah,fast respon layan cepattepat rapi rasa ubah,"['fast', 'respon', 'layan', 'cepattepat', 'rapi', 'rasa', 'ubah']"
aplikasi mudah digunakan dan banyak promonya,"['aplikasi', 'mudah', 'digunakan', 'dan', 'banyak', 'promonya']",aplikasi mudah guna dan banyak promonya,aplikasi mudah banyak promonya,"['aplikasi', 'mudah', 'banyak', 'promonya']"
good dan enak,"['good', 'dan', 'enak']",good dan enak,good enak,"['good', 'enak']"
lebih murah di aplikasi ini dari beli d lain nya dan banyak  bonus nya tiap transaksi,"['lebih', 'murah', 'di', 'aplikasi', 'ini', 'dari', 'beli', 'd', 'lain', 'nya', 'dan', 'banyak', 'bonus', 'nya', 'tiap', 'transaksi']",lebih murah di aplikasi ini dari beli d lain nya dan banyak bonus nya tiap transaksi,lebih murah aplikasi beli d banyak bonus tiap transaksi,"['lebih', 'murah', 'aplikasi', 'beli', 'd', 'banyak', 'bonus', 'tiap', 'transaksi']"
menyenangkan,['menyenangkan'],senang,senang,['senang']
semakin buruk aplikasinya saat login minta kode otp lewat saya tapi tidak pernah dikirim email dan password sudah benar  tapi tetap tak bisa login tutup saja  aplikasinya jika sudah begini sudah lama tidak berguna juga ini  aplikasi,"['semakin', 'buruk', 'aplikasinya', 'saat', 'login', 'minta', 'kode', 'otp', 'lewat', 'saya', 'tapi', 'tidak', 'pernah', 'dikirim', 'email', 'dan', 'password', 'sudah', 'benar', 'tapi', 'tetap', 'tak', 'bisa', 'login', 'tutup', 'saja', 'aplikasinya', 'jika', 'sudah', 'begini', 'sudah', 'lama', 'tidak', 'berguna', 'juga', 'ini', 'aplikasi']",makin buruk aplikasi saat login minta kode otp lewat saya tapi tidak pernah kirim email dan password sudah benar tapi tetap tak bisa login tutup saja aplikasi jika sudah begini sudah lama tidak guna juga ini aplikasi,makin buruk aplikasi login minta kode otp lewat pernah kirim email password benar tetap tak login tutup aplikasi begini lama aplikasi,"['makin', 'buruk', 'aplikasi', 'login', 'minta', 'kode', 'otp', 'lewat', 'pernah', 'kirim', 'email', 'password', 'benar', 'tetap', 'tak', 'login', 'tutup', 'aplikasi', 'begini', 'lama', 'aplikasi']"
leboh cepat pakai  aplikasi,"['leboh', 'cepat', 'pakai', 'aplikasi']",leboh cepat pakai aplikasi,leboh cepat pakai aplikasi,"['leboh', 'cepat', 'pakai', 'aplikasi']"
layanan cepat,"['layanan', 'cepat']",layan cepat,layan cepat,"['layan', 'cepat']"
kenapa sekarang kalau  mau daftar selalu salah kata sandi terus  anehh,"['kenapa', 'sekarang', 'kalau', 'mau', 'daftar', 'selalu', 'salah', 'kata', 'sandi', 'terus', 'anehh']",kenapa sekarang kalau mau daftar selalu salah kata sandi terus anehh,sekarang mau daftar selalu salah kata sandi terus anehh,"['sekarang', 'mau', 'daftar', 'selalu', 'salah', 'kata', 'sandi', 'terus', 'anehh']"
baru pertama kali pakai sudah tidak matching sama  gopay jadi trouble di gerai pizza hut alaudin,"['baru', 'pertama', 'kali', 'pakai', 'sudah', 'tidak', 'matching', 'sama', 'gopay', 'jadi', 'trouble', 'di', 'gerai', 'pizza', 'hut', 'alaudin']",baru pertama kali pakai sudah tidak matching sama gopay jadi trouble di gerai pizza hut alaudin,baru pertama kali pakai matching gopay trouble gerai pizza hut alaudin,"['baru', 'pertama', 'kali', 'pakai', 'matching', 'gopay', 'trouble', 'gerai', 'pizza', 'hut', 'alaudin']"
cukup membantu,"['cukup', 'membantu']",cukup bantu,cukup bantu,"['cukup', 'bantu']"
siipp,['siipp'],siipp,siipp,['siipp']
lemot,['lemot'],lot,lot,['lot']
abis nge tab aplikasi selalu crash,"['abis', 'nge', 'tab', 'aplikasi', 'selalu', 'crash']",abis nge tab aplikasi selalu crash,abis nge tab aplikasi selalu crash,"['abis', 'nge', 'tab', 'aplikasi', 'selalu', 'crash']"
buruk sekali,"['buruk', 'sekali']",buruk sekali,buruk sekali,"['buruk', 'sekali']"
good and easy,"['good', 'and', 'easy']",good and easy,good and easy,"['good', 'and', 'easy']"
aplikasi lemott perbaikin bug nyaa,"['aplikasi', 'lemott', 'perbaikin', 'bug', 'nyaa']",aplikasi lemott perbaikin bug nyaa,aplikasi lemott perbaikin bug nyaa,"['aplikasi', 'lemott', 'perbaikin', 'bug', 'nyaa']"
praktis cepat sampai pizza nya dan lezat,"['praktis', 'cepat', 'sampai', 'pizza', 'nya', 'dan', 'lezat']",praktis cepat sampai pizza nya dan lezat,praktis cepat pizza lezat,"['praktis', 'cepat', 'pizza', 'lezat']"
good aplication easy to use to pesanan pizza with promo for new members,"['good', 'aplication', 'easy', 'to', 'use', 'to', 'pesanan', 'pizza', 'with', 'promo', 'for', 'new', 'members']",good aplication easy to use to pesan pizza with promo for new members,good aplication easy to use to pesan pizza with promo for new members,"['good', 'aplication', 'easy', 'to', 'use', 'to', 'pesan', 'pizza', 'with', 'promo', 'for', 'new', 'members']"
penyajian tepat waktu,"['penyajian', 'tepat', 'waktu']",saji tepat waktu,saji tepat waktu,"['saji', 'tepat', 'waktu']"
saya sudah login lalu dapat  pesan kode otp akan dikirim ke saya tapi kode otp nya tidak masuk walaupun no hp sd benar saya klik kirim ulang otp pun tetap saja tidak ada yang  masuk ke saya gimana nih saya jadi tidak bisa login,"['saya', 'sudah', 'login', 'lalu', 'dapat', 'pesan', 'kode', 'otp', 'akan', 'dikirim', 'ke', 'saya', 'tapi', 'kode', 'otp', 'nya', 'tidak', 'masuk', 'walaupun', 'no', 'hp', 'sd', 'benar', 'saya', 'klik', 'kirim', 'ulang', 'otp', 'pun', 'tetap', 'saja', 'tidak', 'ada', 'yang', 'masuk', 'ke', 'saya', 'gimana', 'nih', 'saya', 'jadi', 'tidak', 'bisa', 'login']",saya sudah login lalu dapat pesan kode otp akan kirim ke saya tapi kode otp nya tidak masuk walaupun no hp sd benar saya klik kirim ulang otp pun tetap saja tidak ada yang masuk ke saya gimana nih saya jadi tidak bisa login,login lalu pesan kode otp kirim kode otp masuk walaupun hp sd benar klik kirim ulang otp tetap masuk gimana login,"['login', 'lalu', 'pesan', 'kode', 'otp', 'kirim', 'kode', 'otp', 'masuk', 'walaupun', 'hp', 'sd', 'benar', 'klik', 'kirim', 'ulang', 'otp', 'tetap', 'masuk', 'gimana', 'login']"
sejauh ini selalu on time,"['sejauh', 'ini', 'selalu', 'on', 'time']",jauh ini selalu on time,jauh selalu on time,"['jauh', 'selalu', 'on', 'time']"
okee sekali aplikasinya,"['okee', 'sekali', 'aplikasinya']",okee sekali aplikasi,okee sekali aplikasi,"['okee', 'sekali', 'aplikasi']"
mempermudah pemesanan gampang digunakan dan bisa mengumpulkan point untuk di tukarkan produk ph dapat  free produk untuk pengguna aplikasi baru kalau  tidak ada paket data tinggal minta wifi ke phnya heran banyak yang kasih  bintang jelek fyi berdasakan pengalaman kalau  daftar akun bikin passwordnya harus lengkap huruf besarhuruf kecil simbol angka karakter dijamin langsung jadi,"['mempermudah', 'pemesanan', 'gampang', 'digunakan', 'dan', 'bisa', 'mengumpulkan', 'point', 'untuk', 'di', 'tukarkan', 'produk', 'ph', 'dapat', 'free', 'produk', 'untuk', 'pengguna', 'aplikasi', 'baru', 'kalau', 'tidak', 'ada', 'paket', 'data', 'tinggal', 'minta', 'wifi', 'ke', 'phnya', 'heran', 'banyak', 'yang', 'kasih', 'bintang', 'jelek', 'fyi', 'berdasakan', 'pengalaman', 'kalau', 'daftar', 'akun', 'bikin', 'passwordnya', 'harus', 'lengkap', 'huruf', 'besarhuruf', 'kecil', 'simbol', 'angka', 'karakter', 'dijamin', 'langsung', 'jadi']",mudah mesan gampang guna dan bisa kumpul point untuk di tukar produk ph dapat free produk untuk guna aplikasi baru kalau tidak ada paket data tinggal minta wifi ke phnya heran banyak yang kasih bintang jelek fyi dasa alam kalau daftar akun bikin passwordnya harus lengkap huruf besarhuruf kecil simbol angka karakter jamin langsung jadi,mudah mesan gampang kumpul point tukar produk ph free produk aplikasi baru paket data tinggal minta wifi phnya heran banyak kasih bintang jelek fyi dasa alam daftar akun bikin passwordnya lengkap huruf besarhuruf kecil simbol angka karakter jamin langsung,"['mudah', 'mesan', 'gampang', 'kumpul', 'point', 'tukar', 'produk', 'ph', 'free', 'produk', 'aplikasi', 'baru', 'paket', 'data', 'tinggal', 'minta', 'wifi', 'phnya', 'heran', 'banyak', 'kasih', 'bintang', 'jelek', 'fyi', 'dasa', 'alam', 'daftar', 'akun', 'bikin', 'passwordnya', 'lengkap', 'huruf', 'besarhuruf', 'kecil', 'simbol', 'angka', 'karakter', 'jamin', 'langsung']"
kalau di yempat baru cepat,"['kalau', 'di', 'yempat', 'baru', 'cepat']",kalau di yempat baru cepat,yempat baru cepat,"['yempat', 'baru', 'cepat']"
aplikasi selalu loading pakai metode pembayaran tertentu sampai pending dan canceled kecewa menunggu lama,"['aplikasi', 'selalu', 'loading', 'pakai', 'metode', 'pembayaran', 'tertentu', 'sampai', 'pending', 'dan', 'canceled', 'kecewa', 'menunggu', 'lama']",aplikasi selalu loading pakai metode bayar tentu sampai pending dan canceled kecewa tunggu lama,aplikasi selalu loading pakai metode bayar pending canceled kecewa tunggu lama,"['aplikasi', 'selalu', 'loading', 'pakai', 'metode', 'bayar', 'pending', 'canceled', 'kecewa', 'tunggu', 'lama']"
tidak bisa lpgin otp tidak pernah masuk di saya aneh pusing buat baru tidak bisa,"['tidak', 'bisa', 'lpgin', 'otp', 'tidak', 'pernah', 'masuk', 'di', 'saya', 'aneh', 'pusing', 'buat', 'baru', 'tidak', 'bisa']",tidak bisa lpgin otp tidak pernah masuk di saya aneh pusing buat baru tidak bisa,lpgin otp pernah masuk aneh pusing baru,"['lpgin', 'otp', 'pernah', 'masuk', 'aneh', 'pusing', 'baru']"
mantap dan lebih mudah makan pizza dengan aplikasi,"['mantap', 'dan', 'lebih', 'mudah', 'makan', 'pizza', 'dengan', 'aplikasi']",mantap dan lebih mudah makan pizza dengan aplikasi,mantap lebih mudah makan pizza aplikasi,"['mantap', 'lebih', 'mudah', 'makan', 'pizza', 'aplikasi']"
setiap kali mau beli ph selalu lewat aplikasi karena males ngantri dan nunggu tinggal pencet aplikasi bayar tunggu orderan jadi tinggal ambil deh berhubung dari  ph kerumah tidak ada menit super praktis setiap kali orderan ready langsung di saya kalau pesanan sudah bisa diambil,"['setiap', 'kali', 'mau', 'beli', 'ph', 'selalu', 'lewat', 'aplikasi', 'karena', 'males', 'ngantri', 'dan', 'nunggu', 'tinggal', 'pencet', 'aplikasi', 'bayar', 'tunggu', 'orderan', 'jadi', 'tinggal', 'ambil', 'deh', 'berhubung', 'dari', 'ph', 'kerumah', 'tidak', 'ada', 'menit', 'super', 'praktis', 'setiap', 'kali', 'orderan', 'ready', 'langsung', 'di', 'saya', 'kalau', 'pesanan', 'sudah', 'bisa', 'diambil']",tiap kali mau beli ph selalu lewat aplikasi karena males ngantri dan nunggu tinggal pencet aplikasi bayar tunggu order jadi tinggal ambil deh hubung dari ph rumah tidak ada menit super praktis tiap kali order ready langsung di saya kalau pesan sudah bisa ambil,tiap kali mau beli ph selalu lewat aplikasi males ngantri nunggu tinggal pencet aplikasi bayar tunggu order tinggal ambil hubung ph rumah menit super praktis tiap kali order ready langsung pesan ambil,"['tiap', 'kali', 'mau', 'beli', 'ph', 'selalu', 'lewat', 'aplikasi', 'males', 'ngantri', 'nunggu', 'tinggal', 'pencet', 'aplikasi', 'bayar', 'tunggu', 'order', 'tinggal', 'ambil', 'hubung', 'ph', 'rumah', 'menit', 'super', 'praktis', 'tiap', 'kali', 'order', 'ready', 'langsung', 'pesan', 'ambil']"
lebih cepat,"['lebih', 'cepat']",lebih cepat,lebih cepat,"['lebih', 'cepat']"
nicee,['nicee'],nicee,nicee,['nicee']
integrasi pmbayaran dengan  gopay kurang maksimal,"['integrasi', 'pmbayaran', 'dengan', 'gopay', 'kurang', 'maksimal']",integrasi pmbayaran dengan gopay kurang maksimal,integrasi pmbayaran gopay kurang maksimal,"['integrasi', 'pmbayaran', 'gopay', 'kurang', 'maksimal']"
error connection,"['error', 'connection']",error connection,error connection,"['error', 'connection']"
good choice,"['good', 'choice']",good choice,good choice,"['good', 'choice']"
cepat diwaktu lapar,"['cepat', 'diwaktu', 'lapar']",cepat waktu lapar,cepat waktu lapar,"['cepat', 'waktu', 'lapar']"
tolong dong perbaiki no hp dimulai angka no susah daftar padahal sudah download,"['tolong', 'dong', 'perbaiki', 'no', 'hp', 'dimulai', 'angka', 'no', 'susah', 'daftar', 'padahal', 'sudah', 'download']",tolong dong baik no hp mulai angka no susah daftar padahal sudah download,dong baik hp mulai angka susah daftar padahal download,"['dong', 'baik', 'hp', 'mulai', 'angka', 'susah', 'daftar', 'padahal', 'download']"
upgrade lagi dong aplikasinya ditambahin fitur tracking kek jadinya kita tahu orderan kita itu sampai mana,"['upgrade', 'lagi', 'dong', 'aplikasinya', 'ditambahin', 'fitur', 'tracking', 'kek', 'jadinya', 'kita', 'tahu', 'orderan', 'kita', 'itu', 'sampai', 'mana']",upgrade lagi dong aplikasi ditambahin fitur tracking kek jadi kita tahu order kita itu sampai mana,upgrade dong aplikasi ditambahin fitur tracking kek tahu order mana,"['upgrade', 'dong', 'aplikasi', 'ditambahin', 'fitur', 'tracking', 'kek', 'tahu', 'order', 'mana']"
tempiatnya tanggal,"['tempiatnya', 'tanggal']",tempiatnya tanggal,tempiatnya tanggal,"['tempiatnya', 'tanggal']"
tidak bisa buat delivery padahal lokasi pizza hut dekat dengan rumah tiap pilih delivery selalu notif nya alamat rumah tidak termasuk area pengiriman,"['tidak', 'bisa', 'buat', 'delivery', 'padahal', 'lokasi', 'pizza', 'hut', 'dekat', 'dengan', 'rumah', 'tiap', 'pilih', 'delivery', 'selalu', 'notif', 'nya', 'alamat', 'rumah', 'tidak', 'termasuk', 'area', 'pengiriman']",tidak bisa buat delivery padahal lokasi pizza hut dekat dengan rumah tiap pilih delivery selalu notif nya alamat rumah tidak masuk area kirim,delivery padahal lokasi pizza hut dekat rumah tiap pilih delivery selalu notif alamat rumah masuk area kirim,"['delivery', 'padahal', 'lokasi', 'pizza', 'hut', 'dekat', 'rumah', 'tiap', 'pilih', 'delivery', 'selalu', 'notif', 'alamat', 'rumah', 'masuk', 'area', 'kirim']"
aneh jir masukin sandi salah padahal  sudah  benar  kak gem kak gem hihang hoheng,"['aneh', 'jir', 'masukin', 'sandi', 'salah', 'padahal', 'sudah', 'benar', 'kak', 'gem', 'kak', 'gem', 'hihang', 'hoheng']",aneh jir masukin sandi salah padahal sudah benar kak gem kak gem hihang hoheng,aneh jir masukin sandi salah padahal benar kak gem kak gem hihang hoheng,"['aneh', 'jir', 'masukin', 'sandi', 'salah', 'padahal', 'benar', 'kak', 'gem', 'kak', 'gem', 'hihang', 'hoheng']"
fast service sangat memuaskan,"['fast', 'service', 'sangat', 'memuaskan']",fast service sangat muas,fast service sangat muas,"['fast', 'service', 'sangat', 'muas']"
susah sekali untuk log in,"['susah', 'sekali', 'untuk', 'log', 'in']",susah sekali untuk log in,susah sekali log in,"['susah', 'sekali', 'log', 'in']"
banyak  free nya,"['banyak', 'free', 'nya']",banyak free nya,banyak free,"['banyak', 'free']"
buat aplikasi harusnya siap untuk event seperti ini sekarang ada promo raksasa tapi aplikasinya hanya bisa menampung sefraksi,"['buat', 'aplikasi', 'harusnya', 'siap', 'untuk', 'event', 'seperti', 'ini', 'sekarang', 'ada', 'promo', 'raksasa', 'tapi', 'aplikasinya', 'hanya', 'bisa', 'menampung', 'sefraksi']",buat aplikasi harus siap untuk event seperti ini sekarang ada promo raksasa tapi aplikasi hanya bisa tampung fraksi,aplikasi siap event sekarang promo raksasa aplikasi tampung fraksi,"['aplikasi', 'siap', 'event', 'sekarang', 'promo', 'raksasa', 'aplikasi', 'tampung', 'fraksi']"
mau beli pizza lupa pasword tapi susah untuk verifikasi lupa pasword nya ingin jajan pizza malah tidak jadi beli deh,"['mau', 'beli', 'pizza', 'lupa', 'pasword', 'tapi', 'susah', 'untuk', 'verifikasi', 'lupa', 'pasword', 'nya', 'ingin', 'jajan', 'pizza', 'malah', 'tidak', 'jadi', 'beli', 'deh']",mau beli pizza lupa pasword tapi susah untuk verifikasi lupa pasword nya ingin jajan pizza malah tidak jadi beli deh,mau beli pizza lupa pasword susah verifikasi lupa pasword jajan pizza malah beli,"['mau', 'beli', 'pizza', 'lupa', 'pasword', 'susah', 'verifikasi', 'lupa', 'pasword', 'jajan', 'pizza', 'malah', 'beli']"
